contrast,distinctiveness,realism,fidelity,compactness
0,0.19768039119000713,0.10630586620169953,0.5625,1.0
0,0.25612401754228736,0.07744435541310542,0.5625,0
0,0.2260401724344038,0.06962380308734474,0.45833333333333337,0.25
0,0.20719426140099273,0.07703414351851853,0.39392361111111107,0.75
0.3248263888888889,0.2983100233100238,0.16408372973477142,0.38017361111111114,1.0
0.8934027777777777,0.306084887334888,0.16141473495640163,0.018923611111111162,0
0.5114583333333332,0.16588126083318436,0.03356274801587301,0.12756944444444446,0.5
0.42708333333333337,0.1922584760325151,0.05732330747955746,0.3627777777777777,0.5
0.5927083333333334,-0.07781074427709062,0.12285090488215486,0.25423611111111105,0.75
0,-0.002398429561891084,0.006454475308641976,0.4189236111111111,0.75
0.05260416666666666,0.11473256978064669,0.09830064033189034,0.5324652777777779,0
0,0.20871538984519825,0.09498704805996473,0.358125,0.75
0,0.05303506589564294,0.1116130927328844,0.584375,1.0
0.1970486111111111,0.3142145381328079,0.1290929527648278,0.43993055555555555,0.75
0,0.06218088802223415,0.09623921506734007,0.5953125,0
0,0.029336448807602614,0.06375755321067819,0.18854166666666666,1.0
0,0.10103148720937179,0.09859217171717169,0.4734027777777777,1.0
0.5493055555555555,0.17197427305600427,-0.029853658108866445,0.2173611111111112,0
0.23802083333333335,0.40155885780885714,-0.002485795454545463,0.6365625,1.0
0.5989583333333334,0.22241264344629788,0.06998579545454546,-0.011562499999999986,0
0.1171875,0.12169387103281312,0.11516183035714285,0.5154687499999999,1.0
0.7453124999999999,0.24392188340505633,0.1957037883991009,0.17703125000000006,0
0.03046875,0.16484248924152758,0.14695154671717167,0.4857812499999999,1.0
0.1609375,0.21220498251748235,0.1344034090909091,0.51796875,0.25
0,0.0011157712479828183,0.0,0.15171875,0
0.12656249999999997,0.276784393491125,0.03752773268398269,0.5018750000000001,0.25
0.4632812500000001,0.49390255177514875,0.20343036737567988,0.44421874999999994,0.75
0,0.11407636834319525,-0.008119892260517264,0.6348437500000002,0.25
0,0.015928422538999495,0.007812500000000003,0.278125,1.0
0.14453124999999997,0.0172774341043572,0.012812499999999998,0.19921874999999994,1.0
0,0.032344758606777865,0.04195312500000001,0.5054687499999999,0.25
0.37734375,-0.018979878294782124,0.05194059157754011,0.22437500000000002,0.75
0.32109374999999996,0.32149845346960826,0.2021542996933622,0.59453125,0
0.04296875,0.13963530459924672,0.06698547979797978,0.31203125000000004,0
0.5265625,0.6134989409628817,0.1602627840909091,0.17796875,0.75
0,0.019477037385691245,0.01393028846153846,0.355,1.0
-0.017968750000000012,0.0007846120225928244,0.003551136363636363,0.04921874999999999,0.5
0,0.17943997108660553,0.17314560873154625,0.56875,0.75
0.38984375,0.03531132329209257,0.08508522727272727,0.4985937500000001,1.0
0,-0.0051737325174825155,0.0011718749999999993,0.6984375,1.0
0.3851562499999999,0.28342522861753533,0.18452256944444445,0.3298437500000001,0.5
0,0.0005379236148467248,0.0,0.12109375,0.75
0,0.1696749764658419,0.1366372559731935,0.6612499999999999,1.0
0,-0.006045757127487906,0.04156250000000001,-0.02437500000000001,1.0
0.4125,0.257396869956965,0.15690498737373737,0.5540625000000001,0.5
0.15703124999999996,0.05292327864443249,0.10521730006105004,0.65234375,0.75
0,0.07744881320602452,-0.032410189636752136,0.6015625,0.75
0,0.0009001815492200285,0.0,0.3328124999999999,0
0.2515625,0.13307263649811707,0.06889587842712841,0.34890625,1.0
0,0.0928985677783755,0.12093749999999999,0.6414062500000001,0
0.07890625,0.23383455486820873,0.19524507610445113,0.75390625,1.0
0,0.48165260220548567,0.0914910827020202,0.7187499999999998,0
-0.15703124999999998,0.03669353483055417,0.0016989087301587345,-0.03578125,1.0
0,0.0034624630177514932,0.0,0.30859375000000006,0.75
0.15390624999999997,0.1272748285368478,0.11792049963924967,0.6640625000000001,0.75
0,0.1644667832167831,0.04031960227272727,0.2810937499999999,1.0
0,0.0010729054599247071,0.0,0.3968749999999999,1.0
0,0.0003122478483055549,-0.006562500000000005,0.4437499999999999,0
0.26484375,-0.2034792731307156,-0.08183199179292927,0.08281250000000005,0
-0.03984375,0.35563390935986977,0.08261690566378066,0.6295312500000001,1.0
0,0.16893255782678823,0.0981171085858586,0.43375,0.5
0.24625,0.17308835395373873,0.016524621212121213,0.32775,0.5
0,0.356865586336741,0.1886331827894328,0.4755000000000002,0.5
0,0.22817576654115126,0.025322916666666667,0.5822499999999999,1.0
0.29125,0.2397572619688006,0.059097222222222225,0.07600000000000007,1.0
0.441875,0.021831293706293643,0.08931818181818182,0.445375,0.25
0,0.07457537654653064,0.11125473484848486,0.5968750000000002,0.5
0.19124999999999998,-0.004449973103819253,-0.019500000000000003,0.22425,0
0.14937499999999998,0.1502430742334585,0.03125,0.149125,0.5
0,0.05516877353415801,0.023739316239316237,0.65975,1.0
0,0.0921564012910168,0.06361111111111109,0.16799999999999995,0.75
0.34875,0.5776022054868192,0.1324716810966811,0.394625,1.0
0,0.10461504841312555,0.17574916056166057,0.6250000000000001,1.0
0,0.06196005917159759,0.17252814199689198,0.5183750000000001,0
0.034375,0.20895474717590065,0.10802476689976691,0.596875,1.0
0.241875,0.3020578940290487,0.11337152777777777,0.5337500000000001,0.75
0,0.18879269768692808,0.08790858447108447,0.408375,0.25
0.5237499999999999,0.031837681549220134,0.003182158119658121,0.18100000000000002,1.0
0.49374999999999986,-0.14809373318988683,-0.06618215811965811,0.09525,0
0.34,0.410899677245832,0.013522727272727275,0.2667500000000001,1.0
0.48211805555555554,0.4452888724523347,0.11412712191358024,0.024722222222222198,1.0
0.444704861111111,-0.1281814539627041,0.15345513668430333,0.3245138888888889,1.0
0.4113715277777777,-0.03742832354611192,-0.006900131118881122,0.40895833333333326,1.0
0,0.0006964523190484829,0.0,0.3060763888888889,1.0
0,0.2199324046679816,0.15221235169151834,0.6454861111111111,1.0
0,0.20801216678620527,0.08370780454113788,0.6473090277777778,0
0.2780381944444445,0.21580556863008774,0.13389756944444448,0.2376215277777778,1.0
0.32925347222222223,0.018449612620285733,0.11588161500921917,0.4592534722222224,1.0
0.6288194444444445,-0.12514806907835774,-0.032934159301346806,0.1408159722222222,1.0
0,0.11919350681369915,0.09487737619248035,0.5633680555555557,0.25
0.5404513888888888,-0.03787220391787697,0.19070990641303134,0.025642361111111123,1.0
0,0.2495335660600083,0.09024980709876546,0.5897569444444445,1.0
0,0.02474551356762905,0.02065972222222222,0.31796875,0.25
-0.03810763888888882,0.05712702094913641,0.027493423821548825,0.31180555555555556,0
0.025520833333333326,-0.01262981142788836,0.1287011045474587,0.48744791666666654,0.5
0,0.0598853270127309,0.10822844497323661,0.505486111111111,1.0
0.33758680555555554,0.25644425019424916,0.11407226261392929,0.513420138888889,1.0
0,0.16440000971250976,0.1341483174425883,0.7144965277777782,0.5
-0.008072916666666678,0.2221870610692724,0.06000381418350167,0.36796875,0
0,0.0008353692247923223,0.0,0.43072916666666666,1.0
